"Id","Cluster","TargetType","Domain","TargetUrl","DR_Est","Cost","RatPDF_Page","Anchor_Text","Pitch","Contact","Priority","Status"
"553","Compress PDF","Resource page","ethz.ch","https://www.ethz.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@ethz.ch OR library@ethz.ch","P1","Not started"
"554","Compress PDF","Resource page","ethz.ch","https://www.ethz.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@ethz.ch OR library@ethz.ch","P1","Not started"
"555","PDF to Text","Resource page","ethz.ch","https://www.ethz.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@ethz.ch OR library@ethz.ch","P1","Not started"
"556","PDF to Text","Resource page","ethz.ch","https://www.ethz.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@ethz.ch OR library@ethz.ch","P1","Not started"
"557","OCR","Resource page","ethz.ch","https://www.ethz.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@ethz.ch OR library@ethz.ch","P1","Not started"
"558","OCR","Resource page","ethz.ch","https://www.ethz.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@ethz.ch OR library@ethz.ch","P1","Not started"
"559","Compress PDF","Resource page","epfl.ch","https://www.epfl.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@epfl.ch OR library@epfl.ch","P1","Not started"
"560","Compress PDF","Resource page","epfl.ch","https://www.epfl.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@epfl.ch OR library@epfl.ch","P1","Not started"
"561","PDF to Text","Resource page","epfl.ch","https://www.epfl.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@epfl.ch OR library@epfl.ch","P1","Not started"
"562","PDF to Text","Resource page","epfl.ch","https://www.epfl.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@epfl.ch OR library@epfl.ch","P1","Not started"
"563","OCR","Resource page","epfl.ch","https://www.epfl.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@epfl.ch OR library@epfl.ch","P1","Not started"
"564","OCR","Resource page","epfl.ch","https://www.epfl.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@epfl.ch OR library@epfl.ch","P1","Not started"
"565","Compress PDF","Resource page","unil.ch","https://www.unil.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@unil.ch OR library@unil.ch","P1","Not started"
"566","Compress PDF","Resource page","unil.ch","https://www.unil.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@unil.ch OR library@unil.ch","P1","Not started"
"567","PDF to Text","Resource page","unil.ch","https://www.unil.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@unil.ch OR library@unil.ch","P1","Not started"
"568","PDF to Text","Resource page","unil.ch","https://www.unil.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@unil.ch OR library@unil.ch","P1","Not started"
"569","OCR","Resource page","unil.ch","https://www.unil.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@unil.ch OR library@unil.ch","P1","Not started"
"570","OCR","Resource page","unil.ch","https://www.unil.ch/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@unil.ch OR library@unil.ch","P1","Not started"
"571","Compress PDF","Resource page","tum.de","https://www.tum.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@tum.de OR library@tum.de","P1","Not started"
"572","Compress PDF","Resource page","tum.de","https://www.tum.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@tum.de OR library@tum.de","P1","Not started"
"573","PDF to Text","Resource page","tum.de","https://www.tum.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@tum.de OR library@tum.de","P1","Not started"
"574","PDF to Text","Resource page","tum.de","https://www.tum.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@tum.de OR library@tum.de","P1","Not started"
"575","OCR","Resource page","tum.de","https://www.tum.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@tum.de OR library@tum.de","P1","Not started"
"576","OCR","Resource page","tum.de","https://www.tum.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@tum.de OR library@tum.de","P1","Not started"
"577","Compress PDF","Resource page","lmu.de","https://www.lmu.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@lmu.de OR library@lmu.de","P1","Not started"
"578","Compress PDF","Resource page","lmu.de","https://www.lmu.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@lmu.de OR library@lmu.de","P1","Not started"
"579","PDF to Text","Resource page","lmu.de","https://www.lmu.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@lmu.de OR library@lmu.de","P1","Not started"
"580","PDF to Text","Resource page","lmu.de","https://www.lmu.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@lmu.de OR library@lmu.de","P1","Not started"
"581","OCR","Resource page","lmu.de","https://www.lmu.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@lmu.de OR library@lmu.de","P1","Not started"
"582","OCR","Resource page","lmu.de","https://www.lmu.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@lmu.de OR library@lmu.de","P1","Not started"
"583","Compress PDF","Resource page","uni-heidelberg.de","https://www.uni-heidelberg.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@uni-heidelberg.de OR library@uni-heidelberg.de","P1","Not started"
"584","Compress PDF","Resource page","uni-heidelberg.de","https://www.uni-heidelberg.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@uni-heidelberg.de OR library@uni-heidelberg.de","P1","Not started"
"585","PDF to Text","Resource page","uni-heidelberg.de","https://www.uni-heidelberg.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@uni-heidelberg.de OR library@uni-heidelberg.de","P1","Not started"
"586","PDF to Text","Resource page","uni-heidelberg.de","https://www.uni-heidelberg.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@uni-heidelberg.de OR library@uni-heidelberg.de","P1","Not started"
"587","OCR","Resource page","uni-heidelberg.de","https://www.uni-heidelberg.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@uni-heidelberg.de OR library@uni-heidelberg.de","P1","Not started"
"588","OCR","Resource page","uni-heidelberg.de","https://www.uni-heidelberg.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@uni-heidelberg.de OR library@uni-heidelberg.de","P1","Not started"
"589","Compress PDF","Resource page","rwth-aachen.de","https://www.rwth-aachen.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@rwth-aachen.de OR library@rwth-aachen.de","P1","Not started"
"590","Compress PDF","Resource page","rwth-aachen.de","https://www.rwth-aachen.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@rwth-aachen.de OR library@rwth-aachen.de","P1","Not started"
"591","PDF to Text","Resource page","rwth-aachen.de","https://www.rwth-aachen.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@rwth-aachen.de OR library@rwth-aachen.de","P1","Not started"
"592","PDF to Text","Resource page","rwth-aachen.de","https://www.rwth-aachen.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@rwth-aachen.de OR library@rwth-aachen.de","P1","Not started"
"593","OCR","Resource page","rwth-aachen.de","https://www.rwth-aachen.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@rwth-aachen.de OR library@rwth-aachen.de","P1","Not started"
"594","OCR","Resource page","rwth-aachen.de","https://www.rwth-aachen.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@rwth-aachen.de OR library@rwth-aachen.de","P1","Not started"
"595","Compress PDF","Resource page","fu-berlin.de","https://www.fu-berlin.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@fu-berlin.de OR library@fu-berlin.de","P1","Not started"
"596","Compress PDF","Resource page","fu-berlin.de","https://www.fu-berlin.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@fu-berlin.de OR library@fu-berlin.de","P1","Not started"
"597","PDF to Text","Resource page","fu-berlin.de","https://www.fu-berlin.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/how-do-i-convert-pdf-to-text","convert PDF to text","Student workflow: extract readings for notes","it-help@fu-berlin.de OR library@fu-berlin.de","P1","Not started"
"598","PDF to Text","Resource page","fu-berlin.de","https://www.fu-berlin.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/pdf-to-text-online","PDF to text online","Alternative to Adobe export for students","it-help@fu-berlin.de OR library@fu-berlin.de","P1","Not started"
"599","OCR","Resource page","fu-berlin.de","https://www.fu-berlin.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/guides/ocr-pdf","OCR PDF searchable","Accessibility: make scanned PDFs searchable for screen readers","it-help@fu-berlin.de OR library@fu-berlin.de","P1","Not started"
"600","OCR","Resource page","fu-berlin.de","https://www.fu-berlin.de/search?q=PDF","85-96","Free outreach","https://ratpdf.com/pdf-to-txt/ocr-pdf-to-text","OCR PDF to text","Library digitization scan-to-text workflow","it-help@fu-berlin.de OR library@fu-berlin.de","P1","Not started"
"601","Compress PDF","Resource page","sorbonne-universite.fr","https://www.sorbonne-universite.fr/search?q=PDF","85-96","Free outreach","https://ratpdf.com/compress-pdf","compress PDF online free","Campus email attachment limits - link to compression hub + size checker","it-help@sorbonne-universite.fr OR library@sorbonne-universite.fr","P1","Not started"
"602","Compress PDF","Resource page","sorbonne-universite.fr","https://www.sorbonne-universite.fr/search?q=PDF","85-96","Free outreach","https://ratpdf.com/research/attachment-size-limits","email attachment size limits","Cite original research table in IT help article","it-help@sorbonne-universite.fr OR library@sorbonne-universite.fr","P1","Not started"
